icao24,callsign,src,dest,avg_velocity,avg_geo_altitude,max_geo_altitude,min_geo_altitude,num_state_updates
ab0420,TKM99   ,,,222.08616114554403,8778.388274111598,13022.580000000002,1158.24,130075
a2f092,ENY3616 ,,,102.4205611521116,2513.6236021505297,4831.08,266.70000000000005,11767
ac50d1,DAL1459 ,,,184.80898401001684,4612.634311310189,8290.56,266.70000000000005,1499
a9b996,N7258G  ,,,99.92673087396255,2684.388794642756,2705.1000000000004,2667.0,26880
a825a6,FFT1952 ,,,283.78802049165665,11287.18700336704,12359.640000000001,9182.1,1782
a059e3,UAL2727 ,,,266.9693246829097,11706.494212651378,11750.04,11666.220000000001,743
ac2abd,UAL1305 ,,,106.88506423941406,2486.2114468085088,4518.66,266.70000000000005,1508
4d20d7,VJT842  ,LIRN,LIRS,284.13258263354976,13006.44957303368,13022.580000000002,12976.86,1335
ad273b,DAL3047 ,,,169.97653550837205,6130.013459861244,36865.560000000005,274.32,45144
4d20d7,VJT842  ,EGLF,LFBE,284.1325826335498,13006.44957303368,13022.580000000002,12976.86,445
a0d374,AAL1764 ,,,226.41928629816496,8790.167264282416,33413.700000000004,4488.18,2157
a8fa21,N678HB  ,LEBL,LPPD,195.06872249272593,14192.313149171223,14234.16,3253.7400000000002,1814
a95ffb,N703CX  ,EGGW,EICK,171.1713803382938,5504.194399092958,13784.58,144.78,5300
a690de,FDX105  ,,,223.39828421781067,12081.344347826142,12108.180000000002,12047.22,2001
ac5312,ASH6177 ,,,304.94674910142396,10910.795117056745,10965.18,10858.5,3588
a70463,DAL1227 ,,,177.83374215958824,6852.505046354359,10797.54,274.32,23596
a3401a,JBU126  ,,,298.37432028463445,11071.133878923703,11117.58,10927.08,1786
a97c49,CKS625  ,,,269.05689631079986,11094.97830508472,11109.960000000001,11079.48,2124
a0d5d6,FDX1200 ,,,214.1227350206565,12062.460000000008,12062.460000000001,12062.460000000001,40
a04dfa,DAL706  ,,,207.09721531139564,11613.780050441323,25024.08,10858.5,11910
896172,UAE9917 ,,,223.3031395545508,11647.451673151796,20612.100000000002,6522.72,4112
a2b3a2,SWA986  ,,,268.86605170294706,12378.291635388738,35151.060000000005,12298.68,1494
a78a52,AAL2403 ,,,,,,,8612
a7d754,JIA5573 ,,,102.70686744027722,1173.6636144578313,1264.92,1158.24,83
a70bd1,DAL1505 ,,,148.692051905218,6414.25968516985,12184.380000000001,274.32000000000005,3019
a6502f,N50590  ,,,44.557671404881255,876.8773210543717,1623.0600000000002,381.0,5297370
ada16b,N978AP  ,,,51.04048497598296,994.1012614981755,1082.04,731.5200000000001,2534130
ada922,N98DM   ,,,88.63409478512169,2390.442273540877,29542.74,1775.46,8397576
a43b85,DAL602  ,,,142.67792229515555,3286.357671755722,6408.42,266.70000000000005,16995
a84a77,N633SF  ,,,178.61027249558845,13406.60754362362,13426.440000000002,13380.720000000001,417200
a7424d,LBQ783  ,,,117.66034678674404,3107.5285388995526,4343.4,-53.339999999999975,434775
aa698f,DCM1510 ,,,97.15474283855899,4847.723121198354,5814.06,1120.14,984170
ab6d9e,N8352U  ,,,43.72096891416985,750.0030448847488,1478.28,281.94,514488
ac7419,NKS356  ,,,196.46974015101455,11173.993830508469,11833.86,10812.78,5662
a9f87d,RPA3405 ,,,120.02372285040121,1401.096774193548,1470.66,1264.92,744
a2e9ad,N287TH  ,,,91.37871327686574,1678.0683333337,2080.26,198.12,1180905
a69d06,N525RP  ,,,109.53930894206209,2582.7877067082695,6865.620000000001,327.66,21164
ac1c2c,N88HA   ,,,132.83724711437173,7550.160868992815,7574.280000000001,7520.9400000000005,51646
a25fa7,N252HM  ,,,81.2897725649039,1893.8289520714825,12237.72,609.6,1802817
a8de33,DAL2331 ,,,208.3655463725231,4830.478421052613,8580.119999999999,274.32,7006
a3fea3,N35683  ,,,43.015725753866676,773.0589107299928,1485.9,83.82000000000001,7880862
aaf317,N8040F  ,,,46.3403522626145,1287.1299136069197,1851.66,182.88,400032
a4433d,CXK612  ,,,54.74769412950514,1506.772535035548,2110.7400000000002,68.58,2055360
a1f669,N2253V  ,,,39.344097796353765,955.5881052631488,1424.94,784.86,61560
ada521,AAL2348 ,,,185.1320540498283,8068.152712384908,8092.4400000000005,8031.4800000000005,19550
aa4300,RAX716  ,,,206.91697164086256,8497.831594684374,9585.960000000001,6888.4800000000005,19866
0c414f,HI1025  ,KFRG,EGPH,212.86962175705136,7855.395936651529,23477.22,518.1600000000001,2214
acb4c1,DAL1958 ,,,233.48705205362404,7223.424334177193,10187.94,274.32,20944
0d0a9b,AMX001  ,MMMX,LEMD,333.7770027377705,11544.495563703016,11605.26,11483.340000000002,27300
a65092,DAL85   ,,,105.3831720835552,4179.754863905359,9182.1,274.32000000000005,18900
c02966,SWG512  ,,,261.95830092003746,11685.067008196842,16230.6,6118.860000000001,1954
ad846f,JBU1584 ,,,270.11571848665477,11400.428617886182,23309.58,10462.260000000002,2952
ac2952,DAL2860 ,,,179.2703592379995,3867.334773547106,32133.540000000005,53.34,13952
4d20d7,VJT842  ,LGSR,EGLF,284.1325826335498,13006.44957303368,13022.580000000002,12976.86,890
a451cf,DAL1695 ,,,170.6559246170017,5415.070541069145,10264.14,274.32,23688
a29dee,ENY3915 ,,,218.86816998694505,9549.331204055761,14965.680000000002,6606.54,21312
a60814,UAL1358 ,,,179.00292201341125,8678.776291390752,8686.800000000001,8671.56,151
ac77d0,NKS789  ,,,263.6013350196151,12360.828440366973,12397.740000000002,12329.16,2616
a3b028,DAL1730 ,,,214.30198360229593,10774.253017241355,10805.16,10744.2,1392
a32368,DAL905  ,,,101.39232083088092,2330.5267114093917,4579.62,274.32000000000005,1617
ae4cfc,GECKO89 ,,,84.74030318046685,1527.3087268091497,24010.620000000003,358.14,28316
a8dc10,DAL2345 ,,,179.8465666829234,7454.759648794154,11734.800000000001,266.7,24220
a808d7,ATN3342 ,,,307.489310380991,11562.903047210226,11597.640000000001,11529.06,1398
4d20d7,VJT842  ,LPCS,LIRF,284.1325826335498,13006.44957303368,13022.580000000002,12976.86,445
a44591,DAL589  ,,,140.35195654198284,3366.484606741574,38313.36,266.7,2080
0d0a9b,AMX001  ,,,333.7770027377715,11544.495563702998,11605.26,11483.340000000002,19656
a95ffb,N703CX  ,LJLJ,EINN,171.1713803382938,5504.194399092958,13784.58,144.78,5300
c0193b,ROU1873 ,,,207.06495596418745,10735.237268722532,10820.400000000001,7421.880000000001,1590
ad402f,DAL3179 ,,,231.6756655839788,5350.660677966071,32202.120000000003,274.32,2176
0c414f,HI1025  ,EGSS,EGLF,212.86962175705136,7855.395936651529,23477.22,518.1600000000001,4428
acc1f3,DAL3133 ,,,161.00677911602233,5983.243118279436,37368.48,266.7,11242
a69d06,N525RP  ,LSZR,EVRA,109.5393089420623,2582.7877067082673,6865.620000000001,327.66,1924
a05f95,RPA4348 ,,,167.05693069929723,4312.311428571429,11757.66,899.1600000000001,889
a69d06,N525RP  ,EDAZ,EVRA,109.5393089420623,2582.7877067082673,6865.620000000001,327.66,1924
a63a19,N500BR  ,,,88.95962447136819,2526.4751947482996,3573.78,784.86,1357290
abf5f1,N87W    ,,,48.45697051308558,1163.349782244585,1866.9,525.78,1387782
a18ecb,N2RC    ,,,205.52377953329616,12302.118098031468,29123.64,1943.1000000000001,984680
a69cfd,RLI526  ,,,164.6091591178505,13619.400977776819,16710.66,13586.460000000001,421200
a38293,N325TG  ,,,157.07336928510446,3328.2048956355807,4922.52,220.98000000000002,872942
aba6e6,TIV85   ,,,182.11709398055928,13314.938273592157,13594.080000000002,8625.84,2137597
a1ec62,N223CK  ,,,50.96584704317184,1318.3687159530175,31683.960000000003,480.06,2123640
ad9518,N97413  ,,,50.51134378086299,895.1347736093187,1059.18,213.36,597498
40749a,BAW242  ,,,322.8106380986703,11559.540000000005,11559.54,11559.54,198
c041bc,ROU1645 ,,,261.60085074248894,11032.608811630806,23797.26,10927.08,15820
a7c80d,N600JF  ,,,46.82636748208889,1484.4965261128782,37955.22,426.71999999999997,8370180
ab627c,SWA126  ,,,304.54072187593727,12244.542494623545,12283.44,12207.240000000002,15367
a0a258,N14WN   ,,,201.8887208518788,6103.826504065034,12877.800000000001,1074.42,611892
a5d762,N47599  ,,,45.51961169240445,797.7139822023966,1348.74,320.04,801908
abd658,N862AU  ,,,52.45467320582043,979.4695217151178,1036.32,807.72,929509
ac4dd6,N892MA  ,,,55.49395826600864,1182.7584562470206,1874.5200000000002,548.64,1767576
aceb16,N931TN  ,,,121.42812205791418,3859.4766386554115,7444.740000000001,312.42,211092
ab8368,N84086  ,,,53.72180361305067,988.3908403361431,1043.94,952.5000000000001,75208
a1566e,N1856E  ,,,89.4370107863207,2966.703129027819,3421.38,1074.42,729888
ab3525,MTN8505 ,,,108.6883537495075,1867.9793201133152,2141.2200000000003,1836.4200000000003,353
a7275f,SBE560  ,,,209.56132752613397,11580.016966292136,12641.58,1280.16,77964
a88d10,DAL8918 ,,,166.292566932597,3776.730251046027,7071.360000000001,266.70000000000005,13804
a263dc,ENY3771 ,,,129.10778402580132,4089.1699562773283,11673.84,266.70000000000005,4486
a15b2f,FDX1210 ,,,223.57791827096364,11373.072773613292,11407.14,11346.18,2668
a6a354,JIA5082 ,,,274.22398213950254,8735.114991222927,20901.66,4114.8,15435
a3556f,JBU266  ,,,260.5885381726547,11837.396078431395,12877.800000000001,11719.560000000001,766
4d20d7,VJT842  ,LFMN,EGLF,284.1325826335498,13006.44957303368,13022.580000000002,12976.86,890
a34ae0,DAL1174 ,,,234.04164462181504,5454.5746533238025,8382.0,274.32,4010
a0d98d,FDX1221 ,,,135.99103915999237,3255.307901234565,6766.56,266.70000000000005,1658
a700ac,DAL2328 ,,,171.5684816837513,5348.080215859037,23820.120000000003,266.7,50292
a82b2b,6       ,,,49.187222423966766,620.0625625625573,1043.94,396.24,20979
a2b2e1,AAY901  ,,,207.96960280662987,11277.006769358915,11430.0,3055.6200000000003,4804
a3b11e,AAL1349 ,,,224.66100430494816,10976.733117903828,24559.260000000002,3200.4,9172
a5df79,N478GS  ,EDDS,OTBH,141.11516998627417,3032.281925287354,7795.26,426.72,4182
a43f51,DAL1069 ,,,91.00617924086693,2446.4755434782483,5166.360000000001,281.94,4280
4d20d7,VJT842  ,LFBP,LFTH,284.1325826335498,13006.44957303368,13022.580000000002,12976.86,890
a44a48,EDV4893 ,,,147.37246365617023,3719.5618271334943,23080.98,137.16,40992
ac90a0,PDT5916 ,,,138.14134135220579,3084.759527744985,16268.7,129.54000000000002,3536
a3a65f,AAL555  ,,,202.4224300574909,11442.01964285717,11452.86,11430.000000000002,336
a6bad4,N5324W  ,LFBT,EGPC,126.81656422146389,5363.498811826371,35052.00000000001,320.04,7238
a05c59,AAL768  ,,,184.79433668495645,7604.772567344646,10370.820000000002,6606.54,1823
a44591,DAL576  ,,,93.48939128810193,2602.4694857142817,5433.06,274.32,5862
a694dd,JBU2324 ,,,272.7154877453319,12024.390358565734,33421.32,11529.06,1506
ace7aa,SWA1556 ,,,209.28496436157863,11412.812191011144,11422.380000000001,11399.52,356
a92e72,PDT5910 ,,,84.93279430628942,1888.5809742120332,2354.58,1424.94,1047
a2bd48,FDX1771 ,,,229.33078010000932,10838.584780876447,11094.72,9189.72,2261
ad5f3c,N9605Q  ,,,50.65483726548335,1012.292763831504,1630.68,281.94000000000005,5120544
a6c44c,N535PG  ,,,60.98647406821686,1076.2946289169734,2171.7000000000003,396.24,822301
a6b59e,N531RC  ,,,240.57421902975008,13147.535345197282,36034.98,12618.720000000001,1823904
a9c150,N728AM  ,,,52.742138649606474,499.0594339113725,723.9000000000001,243.84,3078768
a3fd0c,N356WA  ,,,186.41590308114402,13586.460000000467,13586.460000000001,13586.460000000001,45440
a2c54e,NIT278  ,,,49.769697848752116,633.1658828646146,1348.74,213.36,2713796
a025a9,N1086U  ,,,60.907741060428734,1789.974030113829,29603.7,144.78,739765
a69d9c,N525XP  ,,,148.12738300780387,4756.811371127205,8122.92,853.44,512746
a27ac9,N259VA  ,,,34.51170493072691,1513.7442204496324,1668.7800000000002,982.98,285453
ac29c3,N883JA  ,,,213.22393178152853,8925.789569840823,12801.6,556.26,389348
ac72ce,N9009Q  ,,,98.97784363658232,2071.8969522307248,2080.26,2065.02,222904
a1dfda,N22NF   ,,,303.8701371940254,11198.510044443954,11620.5,10218.42,403650
a0cf8d,SKW4683 ,,,162.6602984799577,6077.7609977827005,10142.22,678.1800000000001,2712
a32149,N300WC  ,,,152.94932092858159,6603.751852534551,6629.400000000001,6576.06,101990
adfcb7,CONGO23 ,,,203.44282266263747,7114.78214007776,7284.72,6957.06,8738
a2d27c,JBU896  ,,,109.9956475240388,6703.537682165161,10858.5,266.70000000000005,22715
4d20d7,VJT842  ,EGKB,TJIG,284.1325826335498,13006.44957303368,13022.580000000002,12976.86,445
aa7b5a,N7748G  ,,,38.05348572758763,576.5391363251445,754.3800000000001,358.14,12991
a382b6,DAL2397 ,,,156.33347349128945,5162.710603112862,12885.42,266.7,69179
3c15be,OCN68   ,,,196.41947607116626,11694.099282868605,12054.840000000002,1440.18,3765
a2c86d,FDX1263 ,,,135.33214601730072,3225.769212121214,6530.34,274.32000000000005,4776
48436f,KLM166  ,,,106.21920596593901,3669.4131116389804,7551.42,266.70000000000005,2423
a2de17,AAY962  ,,,241.60151543313648,11341.7340783743,28117.800000000003,11209.02,2067
a77077,GJS4420 ,,,93.74931392461271,928.5758789062492,2598.42,403.86,7168
a33aa7,EDV5131 ,,,166.6911617226967,3058.8711999999973,5044.4400000000005,739.1400000000001,3612
a5df79,N478GS  ,EGPF,KBGR,141.11516998627417,3032.281925287354,7795.26,426.72,2091
c01d7e,FLE2100 ,,,190.690343522085,12003.935693673695,35173.92,1219.2,2709
a07f60,EDV4933 ,,,119.19909316682543,1842.695294117647,3169.92,701.0400000000001,410
a72bda,JIA5354 ,,,98.1559064270273,1981.9434146341405,2377.44,1424.94,492
a3fb94,N356F   ,,,138.39051280066445,7907.888147438831,8595.36,4808.22,6280
a06a09,AAL1705 ,,,203.15925335838264,10738.017133277495,12054.840000000002,1348.74,7185
ab8cc1,UAL396  ,,,256.35043521262696,8339.72107969146,9631.68,4312.92,1168
adda23,DAL3144 ,,,193.60646010176657,4654.06950773557,11277.6,274.32,10304
ac3ea3,SWA4274 ,,,273.6760614970549,12078.467114093957,12367.26,9212.58,1196
a9969b,FFT1750 ,,,228.9023860633299,11248.148304498278,34404.3,3573.78,6942
a35ae4,AAL2589 ,,,208.36695883830134,11656.076240409133,37688.52,2712.7200000000003,14088
a4000f,DAL380  ,,,169.75284355787568,5409.37838264297,24086.82,274.32,8454
ac7aa9,DAL2040 ,,,248.51012206718846,11757.659999999993,11757.66,11757.66,72
000001,G08772  ,,,61.87034215628822,478.85874282864506,8580.12,0.0,4009
4d20d7,VJT842  ,UUWW,LTFM,284.13258263355164,13006.44957303385,13022.580000000002,12976.86,1335
4d20d7,VJT842  ,LIML,LIRN,284.1325826335498,13006.44957303368,13022.580000000002,12976.86,445
